date,state,district,type,beds
1/1/2017,Melaka,Alor Gajah,all,95
1/1/2018,Melaka,Alor Gajah,all,95
1/1/2019,Melaka,Alor Gajah,all,104
1/1/2020,Melaka,Alor Gajah,all,104
1/1/2021,Melaka,Alor Gajah,all,104
1/1/2022,Melaka,Alor Gajah,all,106
1/1/2015,Melaka,Alor Gajah,hospital_moh,78
1/1/2016,Melaka,Alor Gajah,hospital_moh,95
1/1/2017,Melaka,Alor Gajah,hospital_moh,95
1/1/2018,Melaka,Alor Gajah,hospital_moh,95
1/1/2019,Melaka,Alor Gajah,hospital_moh,104
1/1/2020,Melaka,Alor Gajah,hospital_moh,104
1/1/2021,Melaka,Alor Gajah,hospital_moh,104
1/1/2022,Melaka,Alor Gajah,hospital_moh,106
1/1/2015,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2016,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2017,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2018,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2019,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2020,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2021,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2022,Melaka,Alor Gajah,hospital_non_moh,0
1/1/2015,Melaka,Alor Gajah,special_medical_institution,0
1/1/2016,Melaka,Alor Gajah,special_medical_institution,0
1/1/2017,Melaka,Alor Gajah,special_medical_institution,0
1/1/2018,Melaka,Alor Gajah,special_medical_institution,0
1/1/2019,Melaka,Alor Gajah,special_medical_institution,0
1/1/2020,Melaka,Alor Gajah,special_medical_institution,0
1/1/2021,Melaka,Alor Gajah,special_medical_institution,0
1/1/2022,Melaka,Alor Gajah,special_medical_institution,0
1/1/2015,Melaka,Jasin,all,76
1/1/2016,Melaka,Jasin,all,90
1/1/2017,Melaka,Jasin,all,90
1/1/2018,Melaka,Jasin,all,90
1/1/2019,Melaka,Jasin,all,90
1/1/2020,Melaka,Jasin,all,90
1/1/2021,Melaka,Jasin,all,90
1/1/2022,Melaka,Jasin,all,103
1/1/2015,Melaka,Jasin,hospital_moh,76
1/1/2016,Melaka,Jasin,hospital_moh,90
1/1/2017,Melaka,Jasin,hospital_moh,90
1/1/2018,Melaka,Jasin,hospital_moh,90
1/1/2019,Melaka,Jasin,hospital_moh,90
1/1/2020,Melaka,Jasin,hospital_moh,90
1/1/2021,Melaka,Jasin,hospital_moh,90
1/1/2022,Melaka,Jasin,hospital_moh,103
1/1/2015,Melaka,Jasin,hospital_non_moh,0
1/1/2016,Melaka,Jasin,hospital_non_moh,0
1/1/2017,Melaka,Jasin,hospital_non_moh,0
1/1/2018,Melaka,Jasin,hospital_non_moh,0
1/1/2019,Melaka,Jasin,hospital_non_moh,0
1/1/2020,Melaka,Jasin,hospital_non_moh,0
1/1/2021,Melaka,Jasin,hospital_non_moh,0
1/1/2022,Melaka,Jasin,hospital_non_moh,0
1/1/2015,Melaka,Jasin,special_medical_institution,0
1/1/2016,Melaka,Jasin,special_medical_institution,0
1/1/2017,Melaka,Jasin,special_medical_institution,0
1/1/2018,Melaka,Jasin,special_medical_institution,0
1/1/2019,Melaka,Jasin,special_medical_institution,0
1/1/2020,Melaka,Jasin,special_medical_institution,0
1/1/2021,Melaka,Jasin,special_medical_institution,0
1/1/2022,Melaka,Jasin,special_medical_institution,0
1/1/2015,Melaka,Melaka Tengah,all,1235
1/1/2016,Melaka,Melaka Tengah,all,1235
1/1/2017,Melaka,Melaka Tengah,all,1235
1/1/2018,Melaka,Melaka Tengah,all,1235
1/1/2019,Melaka,Melaka Tengah,all,1235
1/1/2020,Melaka,Melaka Tengah,all,1235
1/1/2021,Melaka,Melaka Tengah,all,1245
1/1/2022,Melaka,Melaka Tengah,all,1245
1/1/2015,Melaka,Melaka Tengah,hospital_moh,1091
1/1/2016,Melaka,Melaka Tengah,hospital_moh,1091
1/1/2017,Melaka,Melaka Tengah,hospital_moh,1091
1/1/2018,Melaka,Melaka Tengah,hospital_moh,1091
1/1/2019,Melaka,Melaka Tengah,hospital_moh,1091
1/1/2020,Melaka,Melaka Tengah,hospital_moh,1091
1/1/2021,Melaka,Melaka Tengah,hospital_moh,1101
1/1/2022,Melaka,Melaka Tengah,hospital_moh,1101
1/1/2015,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2016,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2017,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2018,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2019,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2020,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2021,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2022,Melaka,Melaka Tengah,hospital_non_moh,144
1/1/2015,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2016,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2017,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2018,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2019,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2020,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2021,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2022,Melaka,Melaka Tengah,special_medical_institution,0
1/1/2015,Negeri Sembilan,All Districts,all,1825
1/1/2016,Negeri Sembilan,All Districts,all,1825
1/1/2017,Negeri Sembilan,All Districts,all,1832
1/1/2018,Negeri Sembilan,All Districts,all,1825
1/1/2019,Negeri Sembilan,All Districts,all,1898
1/1/2020,Negeri Sembilan,All Districts,all,1977
1/1/2021,Negeri Sembilan,All Districts,all,1977
1/1/2022,Negeri Sembilan,All Districts,all,1977
1/1/2015,Negeri Sembilan,All Districts,hospital_moh,1789
1/1/2016,Negeri Sembilan,All Districts,hospital_moh,1789
1/1/2017,Negeri Sembilan,All Districts,hospital_moh,1796
1/1/2018,Negeri Sembilan,All Districts,hospital_moh,1789
1/1/2019,Negeri Sembilan,All Districts,hospital_moh,1862
1/1/2020,Negeri Sembilan,All Districts,hospital_moh,1941
1/1/2021,Negeri Sembilan,All Districts,hospital_moh,1941
1/1/2022,Negeri Sembilan,All Districts,hospital_moh,1941
1/1/2015,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2016,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2017,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2018,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2019,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2020,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2021,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2022,Negeri Sembilan,All Districts,hospital_non_moh,36
1/1/2015,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2016,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2017,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2018,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2019,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2020,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2021,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2022,Negeri Sembilan,All Districts,special_medical_institution,0
1/1/2015,Negeri Sembilan,Jelebu,all,76
1/1/2016,Negeri Sembilan,Jelebu,all,76
1/1/2017,Negeri Sembilan,Jelebu,all,76
1/1/2018,Negeri Sembilan,Jelebu,all,76
1/1/2019,Negeri Sembilan,Jelebu,all,76
1/1/2020,Negeri Sembilan,Jelebu,all,76
1/1/2021,Negeri Sembilan,Jelebu,all,76
1/1/2022,Negeri Sembilan,Jelebu,all,76
1/1/2015,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2016,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2017,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2018,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2019,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2020,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2021,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2022,Negeri Sembilan,Jelebu,hospital_moh,76
1/1/2015,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2016,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2017,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2018,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2019,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2020,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2021,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2022,Negeri Sembilan,Jelebu,hospital_non_moh,0
1/1/2015,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2016,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2017,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2018,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2019,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2020,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2021,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2022,Negeri Sembilan,Jelebu,special_medical_institution,0
1/1/2015,Negeri Sembilan,Jempol,all,108
1/1/2016,Negeri Sembilan,Jempol,all,108
1/1/2017,Negeri Sembilan,Jempol,all,108
1/1/2018,Negeri Sembilan,Jempol,all,108
1/1/2019,Negeri Sembilan,Jempol,all,108
1/1/2020,Negeri Sembilan,Jempol,all,108
1/1/2021,Negeri Sembilan,Jempol,all,108
1/1/2022,Negeri Sembilan,Jempol,all,108
1/1/2015,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2016,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2017,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2018,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2019,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2020,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2021,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2022,Negeri Sembilan,Jempol,hospital_moh,108
1/1/2015,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2016,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2017,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2018,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2019,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2020,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2021,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2022,Negeri Sembilan,Jempol,hospital_non_moh,0
1/1/2015,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2016,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2017,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2018,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2019,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2020,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2021,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2022,Negeri Sembilan,Jempol,special_medical_institution,0
1/1/2015,Negeri Sembilan,Kuala Pilah,all,314
1/1/2016,Negeri Sembilan,Kuala Pilah,all,314
1/1/2017,Negeri Sembilan,Kuala Pilah,all,314
1/1/2018,Negeri Sembilan,Kuala Pilah,all,314
1/1/2019,Negeri Sembilan,Kuala Pilah,all,314
1/1/2020,Negeri Sembilan,Kuala Pilah,all,314
1/1/2021,Negeri Sembilan,Kuala Pilah,all,314
1/1/2022,Negeri Sembilan,Kuala Pilah,all,314
1/1/2015,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2016,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2017,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2018,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2019,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2020,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2021,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2022,Negeri Sembilan,Kuala Pilah,hospital_moh,314
1/1/2015,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2016,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2017,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2018,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2019,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2020,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2021,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2022,Negeri Sembilan,Kuala Pilah,hospital_non_moh,0
1/1/2015,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2016,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2017,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2018,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2019,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2020,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2021,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2022,Negeri Sembilan,Kuala Pilah,special_medical_institution,0
1/1/2015,Negeri Sembilan,Port Dickson,all,113
1/1/2016,Negeri Sembilan,Port Dickson,all,113
1/1/2017,Negeri Sembilan,Port Dickson,all,113
1/1/2018,Negeri Sembilan,Port Dickson,all,113
1/1/2019,Negeri Sembilan,Port Dickson,all,116
1/1/2020,Negeri Sembilan,Port Dickson,all,116
1/1/2021,Negeri Sembilan,Port Dickson,all,116
1/1/2022,Negeri Sembilan,Port Dickson,all,116
1/1/2015,Negeri Sembilan,Port Dickson,hospital_moh,113
1/1/2016,Negeri Sembilan,Port Dickson,hospital_moh,113
1/1/2017,Negeri Sembilan,Port Dickson,hospital_moh,113
1/1/2018,Negeri Sembilan,Port Dickson,hospital_moh,113
1/1/2019,Negeri Sembilan,Port Dickson,hospital_moh,116
1/1/2020,Negeri Sembilan,Port Dickson,hospital_moh,116
1/1/2021,Negeri Sembilan,Port Dickson,hospital_moh,116
1/1/2022,Negeri Sembilan,Port Dickson,hospital_moh,116
1/1/2015,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2016,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2017,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2018,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2019,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2020,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2021,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2022,Negeri Sembilan,Port Dickson,hospital_non_moh,0
1/1/2015,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2016,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2017,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2018,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2019,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2020,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2021,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2022,Negeri Sembilan,Port Dickson,special_medical_institution,0
1/1/2015,Negeri Sembilan,Rembau,all,0
1/1/2016,Negeri Sembilan,Rembau,all,0
1/1/2017,Negeri Sembilan,Rembau,all,0
1/1/2018,Negeri Sembilan,Rembau,all,0
1/1/2019,Negeri Sembilan,Rembau,all,0
1/1/2020,Negeri Sembilan,Rembau,all,76
1/1/2021,Negeri Sembilan,Rembau,all,76
1/1/2022,Negeri Sembilan,Rembau,all,76
1/1/2015,Negeri Sembilan,Rembau,hospital_moh,0
1/1/2016,Negeri Sembilan,Rembau,hospital_moh,0
1/1/2017,Negeri Sembilan,Rembau,hospital_moh,0
1/1/2018,Negeri Sembilan,Rembau,hospital_moh,0
1/1/2019,Negeri Sembilan,Rembau,hospital_moh,0
1/1/2020,Negeri Sembilan,Rembau,hospital_moh,76
1/1/2021,Negeri Sembilan,Rembau,hospital_moh,76
1/1/2022,Negeri Sembilan,Rembau,hospital_moh,76
1/1/2015,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2016,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2017,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2018,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2019,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2020,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2021,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2022,Negeri Sembilan,Rembau,hospital_non_moh,0
1/1/2015,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2016,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2017,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2018,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2019,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2020,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2021,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2022,Negeri Sembilan,Rembau,special_medical_institution,0
1/1/2015,Negeri Sembilan,Seremban,all,1070
1/1/2016,Negeri Sembilan,Seremban,all,1070
1/1/2017,Negeri Sembilan,Seremban,all,1075
1/1/2018,Negeri Sembilan,Seremban,all,1070
1/1/2019,Negeri Sembilan,Seremban,all,1143
1/1/2020,Negeri Sembilan,Seremban,all,1143
1/1/2021,Negeri Sembilan,Seremban,all,1143
1/1/2022,Negeri Sembilan,Seremban,all,1143
1/1/2015,Negeri Sembilan,Seremban,hospital_moh,1070
1/1/2016,Negeri Sembilan,Seremban,hospital_moh,1070
1/1/2017,Negeri Sembilan,Seremban,hospital_moh,1075
1/1/2018,Negeri Sembilan,Seremban,hospital_moh,1070
1/1/2019,Negeri Sembilan,Seremban,hospital_moh,1143
1/1/2020,Negeri Sembilan,Seremban,hospital_moh,1143
1/1/2021,Negeri Sembilan,Seremban,hospital_moh,1143
1/1/2022,Negeri Sembilan,Seremban,hospital_moh,1143
1/1/2015,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2016,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2017,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2018,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2019,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2020,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2021,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2022,Negeri Sembilan,Seremban,hospital_non_moh,0
1/1/2015,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2016,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2017,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2018,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2019,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2020,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2021,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2022,Negeri Sembilan,Seremban,special_medical_institution,0
1/1/2015,Negeri Sembilan,Tampin,all,144
1/1/2016,Negeri Sembilan,Tampin,all,144
1/1/2017,Negeri Sembilan,Tampin,all,146
1/1/2018,Negeri Sembilan,Tampin,all,144
1/1/2019,Negeri Sembilan,Tampin,all,141
1/1/2020,Negeri Sembilan,Tampin,all,144
1/1/2021,Negeri Sembilan,Tampin,all,144
1/1/2022,Negeri Sembilan,Tampin,all,144
1/1/2015,Negeri Sembilan,Tampin,hospital_moh,108
1/1/2016,Negeri Sembilan,Tampin,hospital_moh,108
1/1/2017,Negeri Sembilan,Tampin,hospital_moh,110
1/1/2018,Negeri Sembilan,Tampin,hospital_moh,108
1/1/2019,Negeri Sembilan,Tampin,hospital_moh,105
1/1/2020,Negeri Sembilan,Tampin,hospital_moh,108
1/1/2021,Negeri Sembilan,Tampin,hospital_moh,108
1/1/2022,Negeri Sembilan,Tampin,hospital_moh,108
1/1/2015,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2016,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2017,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2018,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2019,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2020,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2021,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2022,Negeri Sembilan,Tampin,hospital_non_moh,36
1/1/2015,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2016,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2017,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2018,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2019,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2020,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2021,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2022,Negeri Sembilan,Tampin,special_medical_institution,0
1/1/2015,Pahang,All Districts,all,2158
1/1/2016,Pahang,All Districts,all,2316
1/1/2017,Pahang,All Districts,all,2391
1/1/2018,Pahang,All Districts,all,2646
1/1/2019,Pahang,All Districts,all,2581
1/1/2020,Pahang,All Districts,all,2646
1/1/2021,Pahang,All Districts,all,2611
1/1/2022,Pahang,All Districts,all,2681
1/1/2015,Pahang,All Districts,hospital_moh,2158
1/1/2016,Pahang,All Districts,hospital_moh,2316
1/1/2017,Pahang,All Districts,hospital_moh,2312
1/1/2018,Pahang,All Districts,hospital_moh,2316
1/1/2019,Pahang,All Districts,hospital_moh,2316
1/1/2020,Pahang,All Districts,hospital_moh,2316
1/1/2021,Pahang,All Districts,hospital_moh,2316
1/1/2022,Pahang,All Districts,hospital_moh,2356
1/1/2015,Pahang,All Districts,hospital_non_moh,0
1/1/2016,Pahang,All Districts,hospital_non_moh,0
1/1/2017,Pahang,All Districts,hospital_non_moh,79
1/1/2018,Pahang,All Districts,hospital_non_moh,330
1/1/2019,Pahang,All Districts,hospital_non_moh,265
1/1/2020,Pahang,All Districts,hospital_non_moh,330
1/1/2021,Pahang,All Districts,hospital_non_moh,295
1/1/2022,Pahang,All Districts,hospital_non_moh,325
1/1/2015,Pahang,All Districts,special_medical_institution,0
1/1/2016,Pahang,All Districts,special_medical_institution,0
1/1/2017,Pahang,All Districts,special_medical_institution,0
1/1/2018,Pahang,All Districts,special_medical_institution,0
1/1/2019,Pahang,All Districts,special_medical_institution,0
1/1/2020,Pahang,All Districts,special_medical_institution,0
1/1/2021,Pahang,All Districts,special_medical_institution,0
1/1/2022,Pahang,All Districts,special_medical_institution,0
1/1/2015,Pahang,Bentong,all,152
1/1/2016,Pahang,Bentong,all,152
1/1/2017,Pahang,Bentong,all,152
1/1/2018,Pahang,Bentong,all,152
1/1/2019,Pahang,Bentong,all,152
1/1/2020,Pahang,Bentong,all,152
1/1/2021,Pahang,Bentong,all,152
1/1/2022,Pahang,Bentong,all,152
1/1/2015,Pahang,Bentong,hospital_moh,152
1/1/2016,Pahang,Bentong,hospital_moh,152
1/1/2017,Pahang,Bentong,hospital_moh,152
1/1/2018,Pahang,Bentong,hospital_moh,152
1/1/2019,Pahang,Bentong,hospital_moh,152
1/1/2020,Pahang,Bentong,hospital_moh,152
1/1/2021,Pahang,Bentong,hospital_moh,152
1/1/2022,Pahang,Bentong,hospital_moh,152
1/1/2015,Pahang,Bentong,hospital_non_moh,0
1/1/2016,Pahang,Bentong,hospital_non_moh,0
1/1/2017,Pahang,Bentong,hospital_non_moh,0
1/1/2018,Pahang,Bentong,hospital_non_moh,0
1/1/2019,Pahang,Bentong,hospital_non_moh,0
1/1/2020,Pahang,Bentong,hospital_non_moh,0
1/1/2021,Pahang,Bentong,hospital_non_moh,0
1/1/2022,Pahang,Bentong,hospital_non_moh,0
1/1/2015,Pahang,Bentong,special_medical_institution,0
1/1/2016,Pahang,Bentong,special_medical_institution,0
1/1/2017,Pahang,Bentong,special_medical_institution,0
1/1/2018,Pahang,Bentong,special_medical_institution,0
1/1/2019,Pahang,Bentong,special_medical_institution,0
1/1/2020,Pahang,Bentong,special_medical_institution,0
1/1/2021,Pahang,Bentong,special_medical_institution,0
1/1/2022,Pahang,Bentong,special_medical_institution,0
1/1/2015,Pahang,Bera,all,0
1/1/2016,Pahang,Bera,all,0
1/1/2017,Pahang,Bera,all,0
1/1/2018,Pahang,Bera,all,0
1/1/2019,Pahang,Bera,all,0
1/1/2020,Pahang,Bera,all,0
1/1/2021,Pahang,Bera,all,0
1/1/2022,Pahang,Bera,all,40
1/1/2015,Pahang,Bera,hospital_moh,0
1/1/2016,Pahang,Bera,hospital_moh,0
1/1/2017,Pahang,Bera,hospital_moh,0
1/1/2018,Pahang,Bera,hospital_moh,0
1/1/2019,Pahang,Bera,hospital_moh,0
1/1/2020,Pahang,Bera,hospital_moh,0
1/1/2021,Pahang,Bera,hospital_moh,0
1/1/2022,Pahang,Bera,hospital_moh,40
1/1/2015,Pahang,Bera,hospital_non_moh,0
1/1/2016,Pahang,Bera,hospital_non_moh,0
1/1/2017,Pahang,Bera,hospital_non_moh,0
1/1/2018,Pahang,Bera,hospital_non_moh,0
1/1/2019,Pahang,Bera,hospital_non_moh,0
1/1/2020,Pahang,Bera,hospital_non_moh,0
1/1/2021,Pahang,Bera,hospital_non_moh,0
1/1/2022,Pahang,Bera,hospital_non_moh,0
1/1/2015,Pahang,Bera,special_medical_institution,0
1/1/2016,Pahang,Bera,special_medical_institution,0
1/1/2017,Pahang,Bera,special_medical_institution,0
1/1/2018,Pahang,Bera,special_medical_institution,0
1/1/2019,Pahang,Bera,special_medical_institution,0
1/1/2020,Pahang,Bera,special_medical_institution,0
1/1/2021,Pahang,Bera,special_medical_institution,0
1/1/2022,Pahang,Bera,special_medical_institution,0
1/1/2015,Pahang,Cameron Highlands,all,40
1/1/2016,Pahang,Cameron Highlands,all,40
1/1/2017,Pahang,Cameron Highlands,all,40
1/1/2018,Pahang,Cameron Highlands,all,40
1/1/2019,Pahang,Cameron Highlands,all,40
1/1/2020,Pahang,Cameron Highlands,all,40
1/1/2021,Pahang,Cameron Highlands,all,40
1/1/2022,Pahang,Cameron Highlands,all,40
1/1/2015,Pahang,Cameron Highlands,hospital_moh,40
1/1/2016,Pahang,Cameron Highlands,hospital_moh,40
1/1/2017,Pahang,Cameron Highlands,hospital_moh,40
1/1/2018,Pahang,Cameron Highlands,hospital_moh,40
1/1/2019,Pahang,Cameron Highlands,hospital_moh,40
1/1/2020,Pahang,Cameron Highlands,hospital_moh,40
1/1/2021,Pahang,Cameron Highlands,hospital_moh,40
1/1/2022,Pahang,Cameron Highlands,hospital_moh,40
1/1/2015,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2016,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2017,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2018,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2019,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2020,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2021,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2022,Pahang,Cameron Highlands,hospital_non_moh,0
1/1/2015,Pahang,Cameron Highlands,special_medical_institution,0
1/1/2016,Pahang,Cameron Highlands,special_medical_institution,0
1/1/2017,Pahang,Cameron Highlands,special_medical_institution,0
1/1/2018,Pahang,Cameron Highlands,special_medical_institution,0
1/1/2019,Pahang,Cameron Highlands,special_medical_institution,0
